sex,age,height,weight
F,38,1.752457566,97.65149319
M,53,1.793239447,63.9288518
F,39,1.689502877,63.20377662
F,18,1.562973442,69.76209324
F,53,1.588021785,32.36616545
M,33,1.834445388,83.3650543
M,69,1.882709349,91.76216202
F,18,1.628765975,75.61146154
F,26,1.754533812,122.296452
M,16,1.759771692,79.96542939
M,35,1.840726007,107.7166925
M,70,1.738159116,73.44359242
M,59,1.736406208,84.81961302
M,41,1.787469058,98.65105304
F,41,1.558358525,67.41235285
M,18,1.78571284,103.4498629
F,58,1.633436926,85.20293811
M,38,1.840753368,95.8945881
M,32,1.772338001,58.22181925
male,21,1.772768158,240.2418153
M,35,1.80334841,62.96427527
female,32,1.744487212,276.2219089
M,29,1.622106741,56.93194803
F,61,1.703168862,65.57964918
F,63,1.627064762,80.53669326
M,70,1.682432703,36.13147322
F,60,1.63202434,48.55787808
F,27,1.71585366,84.00088477
F,45,1.732629833,74.71534693
F,48,1.633105386,96.97032214
M,19,1.896092773,87.73169832
M,15,1.821251388,112.3446667
F,24,1.546132438,52.74425335
F,55,1.576401003,96.10569792
M,65,1.820752808,94.68318699
male,41,1.946528235,229.4358944
M,57,1.911300434,114.6158735
M,63,1.932954039,114.4094977
F,61,1.497125246,69.36089697
M,45,1.815177758,136.9361887
F,56,1.583407678,64.72745886
M,67,1.716226412,52.82472135
F,53,1.656355608,60.37356092
F,59,1.546787355,93.01750833
F,35,1.795407967,83.2800119
M,66,1.631080004,50.41354534
M,50,1.761952021,82.92739778
M,59,1.84363754,82.63746126
female,59,1.555271975,181.6801663
M,41,1.805356523,135.3712585
M,55,1.655547322,93.00425436
M,24,1.739942439,46.75655507
M,47,1.898520171,94.99555946
F,34,1.669364319,108.6558417
F,61,1.619872128,76.16922678
M,37,1.898178786,102.4596578
M,68,1.751394089,115.600278
F,36,1.706737881,95.65850859
male,15,1.822496241,228.5890723
F,49,1.604754558,68.19280269
F,43,1.74233616,77.63511369
F,60,1.689395529,88.62565447
F,46,1.575183148,108.0490756
F,30,1.745022359,87.92336646
M,64,1.870495006,109.5905061
F,56,1.610177887,41.84862079
M,18,1.797053048,107.3993029
F,23,1.699127898,69.66345347
M,23,1.847404588,70.24212981
F,52,1.695438241,62.12540208
F,32,1.677579498,54.20967826
F,35,1.729773662,87.32317611
M,16,1.914398556,97.40485491
F,42,1.738265031,68.09789966
F,33,1.716564053,98.47201666
M,48,1.711409346,94.43061676
F,18,1.631217971,77.1409875
M,69,1.811118231,106.8599487
F,26,1.655690267,89.07587875
F,20,1.636144306,66.62674565
M,18,1.805753115,72.90981811
M,66,1.633366974,64.64612838
F,27,1.711084754,68.08694054
M,30,1.780566355,74.40579984
M,44,1.660732851,51.96743804
M,38,1.839836058,43.87136587
M,38,1.836630339,98.34650631
M,65,1.907004481,78.91368597
M,57,1.639231466,99.32701802
M,37,1.569897935,92.42969792
M,23,1.721962474,96.22366643
M,39,1.822731643,63.56547136
F,62,1.658597535,98.18469822
M,56,1.667098127,96.53856348
M,61,1.76047271,112.1902577
M,47,1.8570775,97.66333819
F,50,1.622352447,80.59461222
F,67,1.520583728,52.5882138
M,34,1.601468393,71.56754188
F,32,1.568033864,62.30818935
F,56,1.526671013,98.72797022
M,67,1.790144043,90.90409044
M,16,1.676943392,96.10427287
M,15,1.890657938,89.08122985
F,54,1.606546619,86.3601535
F,23,1.672218321,69.08130274
F,33,1.537695413,39.01570492
F,59,1.674511345,71.41916168
F,64,1.681440552,55.00621219
M,44,1.658020552,90.10528253
F,58,1.655453649,70.19824573
F,17,1.612365366,50.9634387
female,40,1.685739292,335.2958173
M,27,1.828537861,131.0500255
F,43,1.646145832,51.97738586
F,43,1.630962022,51.85608533
M,24,1.979624972,79.77194167
M,24,1.664328266,64.12870481
F,38,1.709316474,80.38151238
M,53,1.797633973,93.22412919
M,62,1.884218536,94.67264338
F,58,1.641349248,67.24960479
F,61,1.648953791,73.25163991
F,52,1.73565273,96.64283979
male,15,1.79237748,154.0786643
F,64,1.60962273,61.6453407
F,33,1.507528374,57.81302203
M,14,1.772949954,71.32661566
M,53,1.703402624,103.1264673
F,53,1.644181598,88.86643865
M,50,1.70501349,69.62159229
F,31,1.697721829,59.72803864
M,23,1.605099221,76.44526763
F,68,1.660695999,97.67766221
F,50,1.656784225,98.86061779
F,47,1.714593922,96.29955711
F,47,1.739606802,72.39579415
M,42,1.733760518,87.78250961
F,32,1.61100005,63.94907637
M,55,1.860121339,121.8498728
F,59,1.636245474,44.96513339
F,68,1.648579131,67.75541253
female,27,1.648902839,156.4287856
M,37,1.742584053,95.28255962
female,22,1.676934568,165.3290165
M,59,1.863086678,110.4090092
female,41,1.728748614,154.9930944
F,35,1.569357795,68.93323143
F,60,1.602153657,84.00118928
M,39,1.960367188,115.744247
M,27,1.844929101,88.49192906
F,42,1.766643442,122.4614972
F,14,1.645180798,60.72995565
M,68,1.718236648,81.70791874
M,62,1.734056671,89.04915967
F,38,1.594816261,73.91526184
F,38,1.699041956,76.1628322
F,49,1.670328861,67.01318285
F,55,1.568372864,49.57445613
F,46,1.647973276,99.22505069
M,29,1.771361938,100.8440946
female,28,1.665184657,139.3247836
F,46,1.568487437,73.66155372
M,27,1.649771224,69.5760568
F,17,1.582398233,95.94861461
F,35,1.69350729,102.2376067
F,58,1.674677546,96.04253461
M,50,1.740076398,106.3648692
F,51,1.635033208,97.09977416
F,47,1.537006082,68.68237114
M,26,1.558934952,83.50852919
M,49,1.771079183,73.45775181
M,36,1.735082688,71.31490874
F,50,1.685400253,92.62638538
M,63,1.780462355,107.0632432
M,47,1.730559336,77.74639879
F,29,1.678597196,73.62225737
M,17,1.643559186,75.5244179
F,29,1.639550891,73.38443209
F,25,1.675101906,67.22876704
M,49,1.900703858,68.33171923
M,49,1.939441892,124.8576422
female,46,1.677384776,146.2639128
M,40,1.908518638,118.0499616
male,19,1.801318474,225.3784399
F,52,1.65986465,67.57608359
M,21,1.712265446,71.26056381
M,24,1.740107667,73.61888292
M,53,1.791149416,87.12620069
F,29,1.72721776,77.54282107
F,35,1.674739283,73.98689279
M,58,1.949504328,116.5703031
M,19,1.719545328,71.85350285
M,45,1.717295276,91.75109778
M,60,1.810876349,90.56249146
F,32,1.624497493,72.03283619
M,48,1.866907145,99.3393131
female,47,1.69642876,177.4407159
F,22,1.596481189,70.10269471
M,50,1.697314741,86.26232174
M,44,1.791319574,79.91996372
M,66,1.728557696,37.5261171
F,65,1.642155018,89.45873331
F,37,1.619341852,57.11677533
F,38,1.748450236,105.9805022
M,56,1.804819439,75.16135681
F,18,1.577886867,75.39223546
M,15,1.607869797,80.77775646
M,63,1.875586703,89.45753244
M,17,1.816919384,103.0576942
F,50,1.735086229,86.49453485
M,24,1.779438106,113.0409995
F,63,1.575197801,44.7705468
F,59,1.551849138,48.20122666
F,29,1.638943283,98.46432952
M,24,1.762520927,74.62706404
F,31,1.643752865,68.56945255
female,20,1.621726261,115.2107243
M,38,1.851882119,71.22726549
M,50,1.726561177,95.45995324
M,27,1.729353837,121.9069723
M,29,1.998863915,101.6692987
F,66,1.576752576,52.46831678
M,32,1.846979877,88.14803434
F,45,1.615236835,95.53150429
M,62,1.913002632,115.9990174
F,28,1.616964291,69.72475886
F,39,1.649536545,74.17138855
M,16,1.799684379,89.27131479
M,33,1.509643761,89.24754709
F,22,1.617352468,76.56715356
F,35,1.585839662,59.23246653
female,17,1.641625611,181.9719627
F,52,1.630129083,71.16113873
M,41,1.789987988,80.40369949
M,35,1.832473206,101.8712922
M,69,1.60813453,65.32432528
F,17,1.601043887,84.6901496
F,35,1.736777972,72.62773919
F,46,1.683935981,109.1649526
F,61,1.611792054,69.37005357
F,34,1.560808864,74.20014261
F,23,1.719627544,66.14137264
M,36,1.744404502,44.3623779
F,53,1.582537525,58.2287338
F,41,1.633489425,40.58660491
F,36,1.651304786,96.39365967
F,43,1.603579446,98.55372777
F,50,1.610616371,82.14465199
M,41,1.815603638,96.06726038
F,32,1.719007181,75.645279
F,28,1.693974324,92.2043291
F,22,1.635955373,79.62294684
M,42,1.826845999,131.216851
M,20,1.747204323,78.68311637
F,64,1.708576902,60.43026466
F,50,1.61722898,78.49538489
M,29,1.801387014,86.66194883
F,20,1.67430277,74.59558366
F,39,1.717080432,73.76761103
M,70,1.731060091,67.44351791
M,41,1.968566943,123.7381596
M,60,1.71144799,91.51095388
F,26,1.654871059,60.76998929
F,15,1.731015303,80.44196297
F,65,1.806336264,123.2223833
F,14,1.612972045,77.71303966
F,67,1.753994604,114.090757
female,66,1.675866293,165.7736117
female,28,1.73515817,158.9591464
M,34,1.87595687,53.69796911
F,25,1.736470959,85.65660113
female,39,1.64066693,124.8264577
M,40,1.702330567,89.20379889
M,24,1.854742556,85.65197583
F,51,1.706846685,79.20939604
male,15,1.732825375,224.239153
F,24,1.659770921,80.44786867
male,30,1.857291106,244.1077371
F,53,1.555907336,55.96179232
F,16,1.66757787,70.06331278
female,39,1.761593322,218.8783614
F,21,1.784538302,103.1407339
F,21,1.527845607,54.62158369
F,51,1.572061969,48.51338981
male,59,1.952643859,250.8984021
M,34,1.788108034,103.8585048
M,55,1.712900214,83.23216551
female,41,1.624573895,173.6661651
M,15,1.665988636,83.27767672
M,49,1.72597138,64.22237994
F,36,1.585317536,69.23212713
F,62,1.674401112,95.54627876
F,24,1.69428568,80.88593253
M,20,1.800255325,127.4102894
M,64,1.618925903,66.57558248
F,48,1.644545537,67.10722117
F,30,1.691280599,97.35308975
M,16,1.619009247,74.75448433
M,29,1.884610578,106.5616191
F,27,1.564299979,90.76088087
M,19,1.72590219,118.3029618
F,21,1.637127461,71.49841693
M,19,1.68223882,82.42948132
M,18,1.892832254,103.2250626
M,14,1.668280976,57.76747849
M,29,1.840309706,115.9579069
M,61,1.808221768,83.27149765
F,53,1.625455084,49.80364231
F,40,1.677048882,85.56136936
F,59,1.65385182,68.9877085
F,53,1.564145773,72.18377714
M,47,1.777783744,77.0301027
F,19,1.667435827,51.73809559
female,29,1.575098551,138.7828938
F,60,1.762140317,123.2684475
M,49,1.974516056,80.15877861
M,53,1.862575713,119.3474822
F,64,1.592648273,54.1540588
F,64,1.650988728,54.79410224
M,59,1.855987891,83.99374719
F,57,1.660205206,82.54036603
F,66,1.597528831,82.77338892
F,48,1.559542969,69.72125833
M,67,1.81491072,97.9710388
male,69,1.72323112,223.0615737
F,65,1.712750653,106.7285877
M,18,1.828556649,130.7756308
F,28,1.679648605,99.01676168
F,40,1.761152014,42.42256048
M,33,1.700556848,100.3687477
F,66,1.610722575,89.35909528
F,53,1.673525186,86.93457509
F,22,1.58929323,103.4971084
F,64,1.70732517,87.18816379
F,34,1.648266997,123.0051129
male,70,1.725099033,221.3327278
female,49,1.701908023,192.3868953
F,56,1.689322891,70.06560724
F,45,1.663000129,96.98500378
F,52,1.659202381,84.24495354
M,19,1.662838384,97.47208209
M,48,1.870238525,70.58709104
M,70,1.7532245,75.30899821
F,49,1.627282575,79.18725272
F,61,1.729984794,91.51965366
F,55,1.696996141,87.31716766
M,47,1.607248495,91.12673093
M,67,1.766156666,66.91907123
F,64,1.745268523,105.681554
M,53,1.825991887,125.958422
female,43,1.650581766,221.3836778
F,48,1.760096005,85.25610753
F,61,1.550854671,55.97463913
M,28,1.750575931,119.0013438
F,48,1.793862477,90.37647081
F,16,1.560843856,70.84369439
F,38,1.731028942,79.30395459
M,38,1.859576169,81.41198228
F,49,1.775240733,59.56356818
F,43,1.740937191,107.8647275
M,60,1.832657574,123.3101979
M,58,1.835044491,108.1854184
M,66,1.793633986,112.19642
M,38,1.854989796,62.90147819
F,33,1.611467869,62.22569767
F,43,1.715857815,81.13845857
F,48,1.553665385,60.3352422
F,58,1.707413442,87.5949721
F,18,1.646680864,68.39952837
M,63,1.602632322,98.43391475
M,23,1.842568658,92.71793389
F,50,1.708763192,56.13475374
M,42,1.740101455,108.7144532
M,57,1.778699366,76.42945257
M,64,1.691384973,68.16994336
F,26,1.798910955,87.23190659
F,53,1.645682429,52.15745606
F,39,1.71856585,95.24924893
F,15,1.72955259,84.72431272
F,31,1.715774788,89.32310288
M,44,1.608554373,64.42158321
M,64,1.803004081,111.9095039
F,43,1.757103663,106.7494234
F,19,1.780176386,62.75772091
M,51,1.750921987,65.600407
F,59,1.693560207,78.70663608
F,26,1.621758515,89.3851864
F,48,1.583779562,75.5474121
M,57,1.705413191,75.43174469
F,23,1.657359325,87.14515508
M,19,1.830273597,53.95892856
M,47,1.80132092,73.08370771
female,32,1.707708794,175.8705
M,65,1.899527002,101.580204
M,20,1.801281585,114.5578782
M,15,1.774897,97.65938991
F,26,1.666685215,73.77264134
M,14,1.892836573,112.1899949
F,25,1.556385663,51.70140005
M,70,1.820649754,83.42939254
M,14,1.623915373,64.02320898
F,64,1.548460894,79.05720256
F,15,1.62796548,70.11552992
M,68,1.969606576,92.19080097
F,70,1.518462938,66.38710306
F,27,1.770853338,74.39441722
M,57,1.853496041,98.77356241
M,49,1.883708182,79.53569491
M,31,1.862395422,122.9584047
F,56,1.64473371,69.60129196
M,45,1.680109256,100.5979273
F,29,1.572242738,78.93035169
female,27,1.568040022,131.223511
M,52,1.890481044,106.0645547
M,41,1.791207759,107.36698
F,61,1.677768003,89.95227447
F,25,1.600345494,88.50534113
F,68,1.784018199,73.22982929
M,56,1.589288545,34.73642859
M,33,1.775504131,95.24131984
F,69,1.614438737,72.50916168
F,38,1.684666697,88.21824456
F,22,1.565645494,59.62581746
M,37,1.852662728,68.77536013
F,23,1.61145143,69.46048587
F,47,1.656539059,62.58173688
M,40,1.648225388,102.8797145
female,32,1.750121145,216.702395
F,25,1.549936978,67.29105215
M,69,1.739208027,66.97506434
M,43,1.830425141,62.84651348
M,37,1.772930467,108.9508269
F,40,1.714142695,88.17181908
F,40,1.563118298,63.22747796
F,23,1.65104619,67.86154756
M,53,1.747350352,96.91430802
F,56,1.624322782,30.53831094
female,44,1.673088995,150.0706121
F,39,1.561272457,53.48384564
M,67,1.781348298,136.5316898
M,58,1.75741283,84.38665513
female,42,1.635625929,245.9616259
M,43,1.681881982,67.32849135
F,26,1.609131567,72.00921548
M,21,1.717062132,93.77322966
F,59,1.673390586,64.51775718
M,55,1.68142912,75.95496946
M,63,1.621943582,104.0984778
M,43,1.729785528,73.27282498
M,28,1.735226466,65.70776375
F,63,1.660333358,90.17092047
F,55,1.633677609,59.69363924
M,27,1.715741542,65.25521045
M,50,1.685441861,92.9277357
F,19,1.612230316,62.22825406
M,51,1.642254197,28.70188506
M,46,1.88227198,74.21337204
female,66,1.661905403,195.7744586
M,34,1.829773818,65.19243334
M,40,1.693359296,75.4379412
F,34,1.586349133,74.70782186
M,68,1.728522175,100.5931872
F,28,1.593238283,85.52227333
F,55,1.653119084,66.69983726
M,50,1.723818193,87.42782933
F,50,1.635014167,68.27976971
F,64,1.695193577,97.72077483
F,49,1.584121348,80.15963193
F,35,1.67430671,105.4149338
F,70,1.577519005,105.5036122
M,44,1.795839948,91.42461071
F,53,1.586939241,88.76716653
M,14,1.569711997,69.25898649
M,40,1.742169841,68.43388168
F,30,1.625651536,96.11973619
F,16,1.661059124,38.42605406
F,45,1.580714817,69.91113419
M,26,1.734583876,107.7024151
F,25,1.781969299,92.53097493
F,15,1.655764047,70.49448167
F,37,1.638265683,84.03741404
F,29,1.566939524,35.61918283
M,40,1.936426255,73.00692624
M,36,1.784768524,54.70283198
F,40,1.549112044,90.63058142
F,29,1.639303139,58.17530875
F,43,1.689302105,123.0337098
F,27,1.629669237,56.89781841
F,30,1.686738436,102.2208934
M,43,1.697672403,67.09089418
M,33,1.869256355,111.0405526
M,55,1.717934911,113.6088128
F,32,1.613015119,49.98321597
female,62,1.730799753,202.4244911
F,38,1.751711917,67.07208726
M,22,1.778347056,124.8770658
F,39,1.778231718,109.0455583
M,25,1.880208568,74.79233517
M,42,1.898074981,127.3821993
M,57,1.762145161,87.51416365
F,65,1.669993052,85.65557316
F,42,1.644810396,73.49602382
M,27,1.723035883,91.29492923
M,60,1.703873375,92.55643378
F,59,1.622312759,46.46152909
F,52,1.763021643,82.77780491
F,14,1.551093827,71.57395021
M,46,1.822221409,111.9682676
female,15,1.597382891,173.9358617
F,39,1.634462919,45.57260163
M,39,1.713436661,111.5444252
F,47,1.679177877,81.05800214
M,17,1.83308933,107.1041578
female,14,1.651466159,125.1513384
M,57,1.69203753,88.24550102
male,54,1.62386093,202.1706555
M,66,1.631712285,96.26461766
M,17,1.789001412,108.1554422
M,51,1.743476689,82.09502605
F,37,1.692952578,62.48326878
F,23,1.57202652,53.07531915
M,18,1.774788117,125.2526857
M,55,1.859789862,103.7554277
female,38,1.645543119,197.3010908
F,34,1.591618793,64.91376102
F,23,1.699369079,66.5857087
M,65,1.871626958,96.04182333
F,66,1.596670376,88.45954597
F,26,1.634810967,53.35186084
F,52,1.658562019,86.53185343
F,14,1.627938827,64.8523648
M,39,1.872407281,136.9388953
F,51,1.55755612,81.5758469
M,64,1.912108018,93.20027571
F,69,1.670754192,83.32559858
M,15,1.940304294,99.07970882
M,42,1.791120898,49.80183042
F,48,1.732715145,106.5242272
F,60,1.55443238,90.96582669
F,23,1.714666794,112.5590807
male,26,1.836201555,124.6811829
M,51,1.790629386,75.81225243
M,60,1.656000957,73.24025543
F,42,1.58749551,53.98888491
F,38,1.538668254,65.00598953
M,64,1.757927991,72.80020481
F,36,1.741008629,90.49601897
M,51,1.785121134,86.20814942
M,64,1.840577764,98.17444243
F,49,1.805303784,94.17598364
F,28,1.615819123,67.86897111
F,59,1.765342664,85.32916518
F,23,1.617497972,69.95650458
F,45,1.679701122,98.00361637
F,25,1.564817754,70.781414
M,38,1.789020306,85.94001941
F,51,1.685949695,92.52920228
F,38,1.69708889,95.42808241
M,14,1.646464706,68.74262516
M,51,1.692989692,86.65986685
M,20,1.818778385,89.45028454
M,68,1.633840287,76.31313031
M,20,1.697088999,83.24184866
F,30,1.649507398,73.93356555
F,56,1.560388853,70.9352117
F,63,1.503606481,57.05218279
M,65,1.696966458,77.04352097
M,21,1.715101911,95.85197575
F,28,1.636265453,90.76322235
F,20,1.660463961,88.90133056
M,41,1.757313704,112.9580253
F,70,1.633956831,88.39268742
F,43,1.584999929,76.82001665
F,20,1.712809011,105.3476224
F,21,1.548632874,58.23756567
M,50,1.658654373,58.79464275
M,24,1.779406993,117.2805283
F,39,1.600382212,91.23653548
M,26,1.848607714,89.02650974
F,56,1.503840616,60.52456983
female,57,1.665562829,225.0691107
M,48,1.795922761,121.0696908
F,45,1.646877311,94.00832195
M,57,1.863869218,103.6169811
F,34,1.680353166,77.02230562
F,43,1.712917345,95.14325263
M,68,1.724172457,68.13624278
F,54,1.669789421,73.21880984
female,54,1.711235113,119.4400391
M,49,1.785424265,101.1855318
F,26,1.600578568,64.40424333
F,30,1.602686446,69.87580594
F,44,1.774410651,88.4107678
F,50,1.563814518,63.23417144
M,51,1.878417691,120.8964008
F,49,1.61523578,70.52058434
F,17,1.611969044,80.98364804
M,68,1.792509326,68.76917492
F,36,1.786468541,62.98474879
M,61,1.64839311,90.00957126
F,14,1.577713232,69.34095963
F,25,1.599561965,63.21046223
F,55,1.639927442,90.75493448
M,54,1.882121379,91.80687335
M,21,1.907604292,130.2027858
M,55,1.822181482,117.5151858
M,39,1.608149832,69.04894366
F,25,1.621452537,65.08310631
F,55,1.630426953,72.74312594
F,42,1.661201826,58.81563679
M,31,1.762273228,43.68531192
F,62,1.607990459,93.25305242
F,44,1.636525967,68.78581473
M,35,1.86874619,130.8736965
F,47,1.542688864,51.61823372
female,27,1.697089009,159.2291692
F,34,1.599151888,53.02829538
M,39,1.867239841,108.6198106
M,36,1.777592393,92.61660571
